timepoint_id,tp_to_hts
355100,2050_M7
355104,2050_M7
355108,2050_M7
355112,2050_M7
355116,2050_M7
355120,2050_M7
355124,2050_M7
355128,2050_M7
355132,2050_M7
355136,2050_M7
355140,2050_M7
355144,2050_M7
355148,2050_M7
355152,2050_M7
355156,2050_M7
355160,2050_M7
355164,2050_M7
355168,2050_M7
355172,2050_M7
355176,2050_M7
355180,2050_M7
355184,2050_M7
355188,2050_M7
355192,2050_M7
355196,2050_M7
355200,2050_M7
355204,2050_M7
355208,2050_M7
355212,2050_M7
355216,2050_M7
355220,2050_M7
355224,2050_M7
355228,2050_M7
355232,2050_M7
355236,2050_M7
355240,2050_M7
355244,2050_M7
355248,2050_M7
355252,2050_M7
355256,2050_M7
355260,2050_M7
355264,2050_M7
355268,2050_M7
355272,2050_M7
355276,2050_M7
355280,2050_M7
355284,2050_M7
355288,2050_M7
355292,2050_M7
355296,2050_M7
355300,2050_M7
355304,2050_M7
355308,2050_M7
355312,2050_M7
355316,2050_M7
355320,2050_M7
355324,2050_M7
355328,2050_M7
355332,2050_M7
355336,2050_M7
355340,2050_M7
355344,2050_M7
355348,2050_M7
355352,2050_M7
355356,2050_M7
355360,2050_M7
355364,2050_M7
355368,2050_M7
355372,2050_M7
355376,2050_M7
355380,2050_M7
355384,2050_M7
355388,2050_M7
355392,2050_M7
355396,2050_M7
355400,2050_M7
355404,2050_M7
355408,2050_M7
355412,2050_M7
355416,2050_M7
355420,2050_M7
355424,2050_M7
355428,2050_M7
355432,2050_M7
355436,2050_M7
355440,2050_M7
355444,2050_M7
355448,2050_M7
355452,2050_M7
355456,2050_M7
355460,2050_M7
355464,2050_M7
355468,2050_M7
355472,2050_M7
355476,2050_M7
355480,2050_M7
355484,2050_M7
355488,2050_M7
355492,2050_M7
355496,2050_M7
355500,2050_M7
355504,2050_M7
355508,2050_M7
355512,2050_M7
355516,2050_M7
355520,2050_M7
355524,2050_M7
355528,2050_M7
355532,2050_M7
355536,2050_M7
355540,2050_M7
355544,2050_M7
355548,2050_M7
355552,2050_M7
355556,2050_M7
355560,2050_M7
355564,2050_M7
355568,2050_M7
355572,2050_M7
355576,2050_M7
355580,2050_M7
355584,2050_M7
355588,2050_M7
355592,2050_M7
355596,2050_M7
355600,2050_M7
355604,2050_M7
355608,2050_M7
355612,2050_M7
355616,2050_M7
355620,2050_M7
355624,2050_M7
355628,2050_M7
355632,2050_M7
355636,2050_M7
355640,2050_M7
355644,2050_M7
355648,2050_M7
355652,2050_M7
355656,2050_M7
355660,2050_M7
355664,2050_M7
355668,2050_M7
355672,2050_M7
355676,2050_M7
355680,2050_M7
355684,2050_M7
355688,2050_M7
355692,2050_M7
355696,2050_M7
355700,2050_M7
355704,2050_M7
355708,2050_M7
355712,2050_M7
355716,2050_M7
355720,2050_M7
355724,2050_M7
355728,2050_M8
355732,2050_M8
355736,2050_M8
355740,2050_M8
355744,2050_M8
355748,2050_M8
355752,2050_M8
355756,2050_M8
355760,2050_M8
355764,2050_M8
355768,2050_M8
355772,2050_M8
355776,2050_M8
355780,2050_M8
355784,2050_M8
355788,2050_M8
355792,2050_M8
355796,2050_M8
355800,2050_M8
355804,2050_M8
355808,2050_M8
355812,2050_M8
355816,2050_M8
355820,2050_M8
355824,2050_M8
355828,2050_M8
355832,2050_M8
355836,2050_M8
355840,2050_M8
355844,2050_M8
355848,2050_M8
355852,2050_M8
355856,2050_M8
355860,2050_M8
355864,2050_M8
355868,2050_M8
355872,2050_M8
355876,2050_M8
355880,2050_M8
355884,2050_M8
355888,2050_M8
355892,2050_M8
355896,2050_M8
355900,2050_M8
355904,2050_M8
355908,2050_M8
355912,2050_M8
355916,2050_M8
355920,2050_M8
355924,2050_M8
355928,2050_M8
355932,2050_M8
355936,2050_M8
355940,2050_M8
355944,2050_M8
355948,2050_M8
355952,2050_M8
355956,2050_M8
355960,2050_M8
355964,2050_M8
355968,2050_M8
355972,2050_M8
355976,2050_M8
355980,2050_M8
355984,2050_M8
355988,2050_M8
355992,2050_M8
355996,2050_M8
356000,2050_M8
356004,2050_M8
356008,2050_M8
356012,2050_M8
356016,2050_M8
356020,2050_M8
356024,2050_M8
356028,2050_M8
356032,2050_M8
356036,2050_M8
356040,2050_M8
356044,2050_M8
356048,2050_M8
356052,2050_M8
356056,2050_M8
356060,2050_M8
356064,2050_M8
356068,2050_M8
356072,2050_M8
356076,2050_M8
356080,2050_M8
356084,2050_M8
356088,2050_M8
356092,2050_M8
356096,2050_M8
356100,2050_M8
356104,2050_M8
356108,2050_M8
356112,2050_M8
356116,2050_M8
356120,2050_M8
356124,2050_M8
356128,2050_M8
356132,2050_M8
356136,2050_M8
356140,2050_M8
356144,2050_M8
356148,2050_M8
356152,2050_M8
356156,2050_M8
356160,2050_M8
356164,2050_M8
356168,2050_M8
356172,2050_M8
356176,2050_M8
356180,2050_M8
356184,2050_M8
356188,2050_M8
356192,2050_M8
356196,2050_M8
356200,2050_M8
356204,2050_M8
356208,2050_M8
356212,2050_M8
356216,2050_M8
356220,2050_M8
356224,2050_M8
356228,2050_M8
356232,2050_M8
356236,2050_M8
356240,2050_M8
356244,2050_M8
356248,2050_M8
356252,2050_M8
356256,2050_M8
356260,2050_M8
356264,2050_M8
356268,2050_M8
356272,2050_M8
356276,2050_M8
356280,2050_M8
356284,2050_M8
356288,2050_M8
356292,2050_M8
356296,2050_M8
356300,2050_M8
356304,2050_M8
356308,2050_M8
356312,2050_M8
356316,2050_M8
356320,2050_M8
356324,2050_M8
356328,2050_M8
356332,2050_M8
356336,2050_M8
356340,2050_M8
356344,2050_M8
356348,2050_M8
356352,2050_M8
356356,2050_M8
356360,2050_M8
356364,2050_M8
356368,2050_M8
356372,2050_M8
356376,2050_M8
356380,2050_M8
356384,2050_M8
356388,2050_M8
356392,2050_M8
356396,2050_M8
356400,2050_M8
356404,2050_M8
356408,2050_M8
356412,2050_M8
356416,2050_M8
356420,2050_M8
356424,2050_M8
356428,2050_M8
356432,2050_M8
356436,2050_M8
356440,2050_M8
356444,2050_M8
356448,2050_M8
356452,2050_M8
356456,2050_M8
356460,2050_M8
356464,2050_M8
356468,2050_M8
356472,2050_M9
356476,2050_M9
356480,2050_M9
356484,2050_M9
356488,2050_M9
356492,2050_M9
356496,2050_M9
356500,2050_M9
356504,2050_M9
356508,2050_M9
356512,2050_M9
356516,2050_M9
356520,2050_M9
356524,2050_M9
356528,2050_M9
356532,2050_M9
356536,2050_M9
356540,2050_M9
356544,2050_M9
356548,2050_M9
356552,2050_M9
356556,2050_M9
356560,2050_M9
356564,2050_M9
356568,2050_M9
356572,2050_M9
356576,2050_M9
356580,2050_M9
356584,2050_M9
356588,2050_M9
356592,2050_M9
356596,2050_M9
356600,2050_M9
356604,2050_M9
356608,2050_M9
356612,2050_M9
356616,2050_M9
356620,2050_M9
356624,2050_M9
356628,2050_M9
356632,2050_M9
356636,2050_M9
356640,2050_M9
356644,2050_M9
356648,2050_M9
356652,2050_M9
356656,2050_M9
356660,2050_M9
356664,2050_M9
356668,2050_M9
356672,2050_M9
356676,2050_M9
356680,2050_M9
356684,2050_M9
356688,2050_M9
356692,2050_M9
356696,2050_M9
356700,2050_M9
356704,2050_M9
356708,2050_M9
356712,2050_M9
356716,2050_M9
356720,2050_M9
356724,2050_M9
356728,2050_M9
356732,2050_M9
356736,2050_M9
356740,2050_M9
356744,2050_M9
356748,2050_M9
356752,2050_M9
356756,2050_M9
356760,2050_M9
356764,2050_M9
356768,2050_M9
356772,2050_M9
356776,2050_M9
356780,2050_M9
356784,2050_M9
356788,2050_M9
356792,2050_M9
356796,2050_M9
356800,2050_M9
356804,2050_M9
356808,2050_M9
356812,2050_M9
356816,2050_M9
356820,2050_M9
356824,2050_M9
356828,2050_M9
356832,2050_M9
356836,2050_M9
356840,2050_M9
356844,2050_M9
356848,2050_M9
356852,2050_M9
356856,2050_M9
356860,2050_M9
356864,2050_M9
356868,2050_M9
356872,2050_M9
356876,2050_M9
356880,2050_M9
356884,2050_M9
356888,2050_M9
356892,2050_M9
356896,2050_M9
356900,2050_M9
356904,2050_M9
356908,2050_M9
356912,2050_M9
356916,2050_M9
356920,2050_M9
356924,2050_M9
356928,2050_M9
356932,2050_M9
356936,2050_M9
356940,2050_M9
356944,2050_M9
356948,2050_M9
356952,2050_M9
356956,2050_M9
356960,2050_M9
356964,2050_M9
356968,2050_M9
356972,2050_M9
356976,2050_M9
356980,2050_M9
356984,2050_M9
356988,2050_M9
356992,2050_M9
356996,2050_M9
357000,2050_M9
357004,2050_M9
357008,2050_M9
357012,2050_M9
357016,2050_M9
357020,2050_M9
357024,2050_M9
357028,2050_M9
357032,2050_M9
357036,2050_M9
357040,2050_M9
357044,2050_M9
357048,2050_M9
357052,2050_M9
357056,2050_M9
357060,2050_M9
357064,2050_M9
357068,2050_M9
357072,2050_M9
357076,2050_M9
357080,2050_M9
357084,2050_M9
357088,2050_M9
357092,2050_M9
357096,2050_M9
357100,2050_M9
357104,2050_M9
357108,2050_M9
357112,2050_M9
357116,2050_M9
357120,2050_M9
357124,2050_M9
357128,2050_M9
357132,2050_M9
357136,2050_M9
357140,2050_M9
357144,2050_M9
357148,2050_M9
357152,2050_M9
357156,2050_M9
357160,2050_M9
357164,2050_M9
357168,2050_M9
357172,2050_M9
357176,2050_M9
357180,2050_M9
357184,2050_M9
357188,2050_M9
357192,2050_M10
357196,2050_M10
357200,2050_M10
357204,2050_M10
357208,2050_M10
357212,2050_M10
357216,2050_M10
357220,2050_M10
357224,2050_M10
357228,2050_M10
357232,2050_M10
357236,2050_M10
357240,2050_M10
357244,2050_M10
357248,2050_M10
357252,2050_M10
357256,2050_M10
357260,2050_M10
357264,2050_M10
357268,2050_M10
357272,2050_M10
357276,2050_M10
357280,2050_M10
357284,2050_M10
357288,2050_M10
357292,2050_M10
357296,2050_M10
357300,2050_M10
357304,2050_M10
357308,2050_M10
357312,2050_M10
357316,2050_M10
357320,2050_M10
357324,2050_M10
357328,2050_M10
357332,2050_M10
357336,2050_M10
357340,2050_M10
357344,2050_M10
357348,2050_M10
357352,2050_M10
357356,2050_M10
357360,2050_M10
357364,2050_M10
357368,2050_M10
357372,2050_M10
357376,2050_M10
357380,2050_M10
357384,2050_M10
357388,2050_M10
357392,2050_M10
357396,2050_M10
357400,2050_M10
357404,2050_M10
357408,2050_M10
357412,2050_M10
357416,2050_M10
357420,2050_M10
357424,2050_M10
357428,2050_M10
357432,2050_M10
357436,2050_M10
357440,2050_M10
357444,2050_M10
357448,2050_M10
357452,2050_M10
357456,2050_M10
357460,2050_M10
357464,2050_M10
357468,2050_M10
357472,2050_M10
357476,2050_M10
357480,2050_M10
357484,2050_M10
357488,2050_M10
357492,2050_M10
357496,2050_M10
357500,2050_M10
357504,2050_M10
357508,2050_M10
357512,2050_M10
357516,2050_M10
357520,2050_M10
357524,2050_M10
357528,2050_M10
357532,2050_M10
357536,2050_M10
357540,2050_M10
357544,2050_M10
357548,2050_M10
357552,2050_M10
357556,2050_M10
357560,2050_M10
357564,2050_M10
357568,2050_M10
357572,2050_M10
357576,2050_M10
357580,2050_M10
357584,2050_M10
357588,2050_M10
357592,2050_M10
357596,2050_M10
357600,2050_M10
357604,2050_M10
357608,2050_M10
357612,2050_M10
357616,2050_M10
357620,2050_M10
357624,2050_M10
357628,2050_M10
357632,2050_M10
357636,2050_M10
357640,2050_M10
357644,2050_M10
357648,2050_M10
357652,2050_M10
357656,2050_M10
357660,2050_M10
357664,2050_M10
357668,2050_M10
357672,2050_M10
357676,2050_M10
357680,2050_M10
357684,2050_M10
357688,2050_M10
357692,2050_M10
357696,2050_M10
357700,2050_M10
357704,2050_M10
357708,2050_M10
357712,2050_M10
357716,2050_M10
357720,2050_M10
357724,2050_M10
357728,2050_M10
357732,2050_M10
357736,2050_M10
357740,2050_M10
357744,2050_M10
357748,2050_M10
357752,2050_M10
357756,2050_M10
357760,2050_M10
357764,2050_M10
357768,2050_M10
357772,2050_M10
357776,2050_M10
357780,2050_M10
357784,2050_M10
357788,2050_M10
357792,2050_M10
357796,2050_M10
357800,2050_M10
357804,2050_M10
357808,2050_M10
357812,2050_M10
357816,2050_M10
357820,2050_M10
357824,2050_M10
357828,2050_M10
357832,2050_M10
357836,2050_M10
357840,2050_M10
357844,2050_M10
357848,2050_M10
357852,2050_M10
357856,2050_M10
357860,2050_M10
357864,2050_M10
357868,2050_M10
357872,2050_M10
357876,2050_M10
357880,2050_M10
357884,2050_M10
357888,2050_M10
357892,2050_M10
357896,2050_M10
357900,2050_M10
357904,2050_M10
357908,2050_M10
357912,2050_M10
357916,2050_M10
357920,2050_M10
357924,2050_M10
357928,2050_M10
357932,2050_M10
357936,2050_M11
357940,2050_M11
357944,2050_M11
357948,2050_M11
357952,2050_M11
357956,2050_M11
357960,2050_M11
357964,2050_M11
357968,2050_M11
357972,2050_M11
357976,2050_M11
357980,2050_M11
357984,2050_M11
357988,2050_M11
357992,2050_M11
357996,2050_M11
358000,2050_M11
358004,2050_M11
358008,2050_M11
358012,2050_M11
358016,2050_M11
358020,2050_M11
358024,2050_M11
358028,2050_M11
358032,2050_M11
358036,2050_M11
358040,2050_M11
358044,2050_M11
358048,2050_M11
358052,2050_M11
358056,2050_M11
358060,2050_M11
358064,2050_M11
358068,2050_M11
358072,2050_M11
358076,2050_M11
358080,2050_M11
358084,2050_M11
358088,2050_M11
358092,2050_M11
358096,2050_M11
358100,2050_M11
358104,2050_M11
358108,2050_M11
358112,2050_M11
358116,2050_M11
358120,2050_M11
358124,2050_M11
358128,2050_M11
358132,2050_M11
358136,2050_M11
358140,2050_M11
358144,2050_M11
358148,2050_M11
358152,2050_M11
358156,2050_M11
358160,2050_M11
358164,2050_M11
358168,2050_M11
358172,2050_M11
358176,2050_M11
358180,2050_M11
358184,2050_M11
358188,2050_M11
358192,2050_M11
358196,2050_M11
358200,2050_M11
358204,2050_M11
358208,2050_M11
358212,2050_M11
358216,2050_M11
358220,2050_M11
358224,2050_M11
358228,2050_M11
358232,2050_M11
358236,2050_M11
358240,2050_M11
358244,2050_M11
358248,2050_M11
358252,2050_M11
358256,2050_M11
358260,2050_M11
358264,2050_M11
358268,2050_M11
358272,2050_M11
358276,2050_M11
358280,2050_M11
358284,2050_M11
358288,2050_M11
358292,2050_M11
358296,2050_M11
358300,2050_M11
358304,2050_M11
358308,2050_M11
358312,2050_M11
358316,2050_M11
358320,2050_M11
358324,2050_M11
358328,2050_M11
358332,2050_M11
358336,2050_M11
358340,2050_M11
358344,2050_M11
358348,2050_M11
358352,2050_M11
358356,2050_M11
358360,2050_M11
358364,2050_M11
358368,2050_M11
358372,2050_M11
358376,2050_M11
358380,2050_M11
358384,2050_M11
358388,2050_M11
358392,2050_M11
358396,2050_M11
358400,2050_M11
358404,2050_M11
358408,2050_M11
358412,2050_M11
358416,2050_M11
358420,2050_M11
358424,2050_M11
358428,2050_M11
358432,2050_M11
358436,2050_M11
358440,2050_M11
358444,2050_M11
358448,2050_M11
358452,2050_M11
358456,2050_M11
358460,2050_M11
358464,2050_M11
358468,2050_M11
358472,2050_M11
358476,2050_M11
358480,2050_M11
358484,2050_M11
358488,2050_M11
358492,2050_M11
358496,2050_M11
358500,2050_M11
358504,2050_M11
358508,2050_M11
358512,2050_M11
358516,2050_M11
358520,2050_M11
358524,2050_M11
358528,2050_M11
358532,2050_M11
358536,2050_M11
358540,2050_M11
358544,2050_M11
358548,2050_M11
358552,2050_M11
358556,2050_M11
358560,2050_M11
358564,2050_M11
358568,2050_M11
358572,2050_M11
358576,2050_M11
358580,2050_M11
358584,2050_M11
358588,2050_M11
358592,2050_M11
358596,2050_M11
358600,2050_M11
358604,2050_M11
358608,2050_M11
358612,2050_M11
358616,2050_M11
358620,2050_M11
358624,2050_M11
358628,2050_M11
358632,2050_M11
358636,2050_M11
358640,2050_M11
358644,2050_M11
358648,2050_M11
358652,2050_M11
358656,2050_M12
358660,2050_M12
358664,2050_M12
358668,2050_M12
358672,2050_M12
358676,2050_M12
358680,2050_M12
358684,2050_M12
358688,2050_M12
358692,2050_M12
358696,2050_M12
358700,2050_M12
358704,2050_M12
358708,2050_M12
358712,2050_M12
358716,2050_M12
358720,2050_M12
358724,2050_M12
358728,2050_M12
358732,2050_M12
358736,2050_M12
358740,2050_M12
358744,2050_M12
358748,2050_M12
358752,2050_M12
358756,2050_M12
358760,2050_M12
358764,2050_M12
358768,2050_M12
358772,2050_M12
358776,2050_M12
358780,2050_M12
358784,2050_M12
358788,2050_M12
358792,2050_M12
358796,2050_M12
358800,2050_M12
358804,2050_M12
358808,2050_M12
358812,2050_M12
358816,2050_M12
358820,2050_M12
358824,2050_M12
358828,2050_M12
358832,2050_M12
358836,2050_M12
358840,2050_M12
358844,2050_M12
358848,2050_M12
358852,2050_M12
358856,2050_M12
358860,2050_M12
358864,2050_M12
358868,2050_M12
358872,2050_M12
358876,2050_M12
358880,2050_M12
358884,2050_M12
358888,2050_M12
358892,2050_M12
358896,2050_M12
358900,2050_M12
358904,2050_M12
358908,2050_M12
358912,2050_M12
358916,2050_M12
358920,2050_M12
358924,2050_M12
358928,2050_M12
358932,2050_M12
358936,2050_M12
358940,2050_M12
358944,2050_M12
358948,2050_M12
358952,2050_M12
358956,2050_M12
358960,2050_M12
358964,2050_M12
358968,2050_M12
358972,2050_M12
358976,2050_M12
358980,2050_M12
358984,2050_M12
358988,2050_M12
358992,2050_M12
358996,2050_M12
359000,2050_M12
359004,2050_M12
359008,2050_M12
359012,2050_M12
359016,2050_M12
359020,2050_M12
359024,2050_M12
359028,2050_M12
359032,2050_M12
359036,2050_M12
359040,2050_M12
359044,2050_M12
359048,2050_M12
359052,2050_M12
359056,2050_M12
359060,2050_M12
359064,2050_M12
359068,2050_M12
359072,2050_M12
359076,2050_M12
359080,2050_M12
359084,2050_M12
359088,2050_M12
359092,2050_M12
359096,2050_M12
359100,2050_M12
359104,2050_M12
359108,2050_M12
359112,2050_M12
359116,2050_M12
359120,2050_M12
359124,2050_M12
359128,2050_M12
359132,2050_M12
359136,2050_M12
359140,2050_M12
359144,2050_M12
359148,2050_M12
359152,2050_M12
359156,2050_M12
359160,2050_M12
359164,2050_M12
359168,2050_M12
359172,2050_M12
359176,2050_M12
359180,2050_M12
359184,2050_M12
359188,2050_M12
359192,2050_M12
359196,2050_M12
359200,2050_M12
359204,2050_M12
359208,2050_M12
359212,2050_M12
359216,2050_M12
359220,2050_M12
359224,2050_M12
359228,2050_M12
359232,2050_M12
359236,2050_M12
359240,2050_M12
359244,2050_M12
359248,2050_M12
359252,2050_M12
359256,2050_M12
359260,2050_M12
359264,2050_M12
359268,2050_M12
359272,2050_M12
359276,2050_M12
359280,2050_M12
359284,2050_M12
359288,2050_M12
359292,2050_M12
359296,2050_M12
359300,2050_M12
359304,2050_M12
359308,2050_M12
359312,2050_M12
359316,2050_M12
359320,2050_M12
359324,2050_M12
359328,2050_M12
359332,2050_M12
359336,2050_M12
359340,2050_M12
359344,2050_M12
359348,2050_M12
359352,2050_M12
359356,2050_M12
359360,2050_M12
359364,2050_M12
359368,2050_M12
359372,2050_M12
359376,2050_M12
359380,2050_M12
359384,2050_M12
359388,2050_M12
359392,2050_M12
359396,2050_M12
